Date,Open,High,Low,Close,Volume
,MSFT,MSFT,MSFT,MSFT,MSFT
2023-02-13,261.39046487819326,268.1879364908774,260.9118863953709,264.9845275878906,44630900
2023-02-14,266.3030525704115,268.5493346695782,262.9921962067484,265.8147277832031,37047900
2023-02-15,262.71096776772004,265.070592011586,260.6156886085749,263.6900634765625,28922400
2023-02-16,258.5007952473413,261.16393632712175,256.42511747097006,256.6698913574219,29603600
2023-02-17,253.96761913922532,254.65296812365867,250.64847075073527,252.6654052734375,30000100
2023-02-21,249.16022201193073,250.14911804172624,246.33063657642128,247.3880615234375,28397400
2023-02-22,248.77838767780975,249.0231615682259,245.10677932156742,246.2523193359375,22491100
2023-02-23,250.21761636055385,251.47085726898928,245.24380996903392,249.4441375732422,29219100
2023-02-24,244.73474425667752,245.75299711343044,242.91362583186992,244.0102081298828,24990900
2023-02-27,247.18246470486716,247.5349396941545,244.17663424902608,244.9305419921875,21190000
2023-02-28,243.86333443445264,246.23274385931393,243.53043059507243,244.2060089111328,22491000
2023-03-01,245.51800152780746,245.68444598313184,240.6518953145832,241.1218719482422,27565300
2023-03-02,241.3960138819759,246.14461839541934,240.47566166300976,245.86068725585938,24808200
2023-03-03,246.91809057504366,250.27638088786867,246.1348112059888,249.95327758789062,30760100
2023-03-06,251.06947021639408,254.68233526542298,250.62888019720313,251.50027465820312,24109800
2023-03-07,250.94219252685468,252.30314976499983,248.09303566014898,248.83714294433594,21473200
2023-03-08,248.7294496007071,249.2189974202911,245.56697486934252,248.3965606689453,17340200
2023-03-09,250.47222930235247,254.1340370763852,246.32085881638,247.04539489746094,26653400
2023-03-10,245.83132500399927,247.5055701134534,242.42407649965673,243.39337158203125,28333900
2023-03-13,242.22824622027488,252.51855056988012,240.59315835594796,248.61195373535156,33339700
2023-03-14,251.38276377682135,255.61246340953107,250.51136939968598,255.33831787109375,33620300
2023-03-15,254.54529007919024,260.9094116100634,253.79136732872547,259.8911437988281,46028000
2023-03-16,259.66589855598056,270.77863800186395,257.77625148946686,270.4261779785156,54768800
2023-03-17,272.4430981505929,277.40708916718296,270.5436506662001,273.588623046875,69527400
2023-03-20,271.189857247299,271.67940495199,264.2089021976658,266.5391540527344,43466600
2023-03-21,269.13374307260864,269.2512297375731,263.8857762937758,268.0567321777344,34558700
2023-03-22,267.68474324903065,275.1650483157533,266.49024536747226,266.59796142578125,34873300
2023-03-23,272.1297973919541,275.1845704783979,269.4470853649454,271.85565185546875,36610900
2023-03-24,271.44445936393123,274.76360784861777,269.52544032042374,274.7048645019531,28172000
2023-03-27,274.6362546679593,275.5761778684438,269.7603489086351,270.6023864746094,26840200
2023-03-28,270.0247926282162,270.3674820752308,266.3629546475742,269.47650146484375,21878600
2023-03-29,273.12850204608293,275.26295317695,272.590011414313,274.6461181640625,25087000
2023-03-30,278.28835097959796,278.51352384288515,275.59583810054556,278.1120910644531,25053400
2023-03-31,277.79878010007826,283.22294771783334,277.0840296203647,282.2732238769531,32766000
2023-04-03,280.5304371238125,282.243854280698,278.01418435050056,281.2256164550781,24883300
2023-04-04,281.2256694902647,284.3783588486716,279.6982825841674,281.17669677734375,25824300
2023-04-05,279.87447046132644,281.14728273137956,277.00572765537777,278.3960266113281,22064800
2023-04-06,277.2896463361067,285.9742192087345,276.1343207416053,285.5042724609375,29770300
2023-04-10,283.16419420739436,283.5460557851989,278.75826456602096,283.3404541015625,23103000
2023-04-11,279.77654407914395,280.00174680479614,275.75247584510697,276.9175720214844,27276600
2023-04-12,278.83662385276324,281.01021712063323,276.0657667752644,277.56378173828125,27403400
2023-04-13,277.66171935623237,283.8398102405288,277.2505159342496,283.78106689453125,24222700
2023-04-14,281.0004245840228,282.4494967636299,277.7596206838942,280.1584167480469,20987900
2023-04-17,283.86916963303577,285.5042723715686,280.17799011428394,282.7627868652344,23836200
2023-04-18,285.4748530730522,285.6608835895026,281.0101804374834,282.34173583984375,20161800
2023-04-19,280.01153882810775,283.0075689496162,278.5918681473136,282.4201354980469,17150300
2023-04-20,279.2870204448904,282.988000624926,279.12056104553,280.1290283203125,23244400
2023-04-21,279.0520247927153,280.28566483452795,277.14277656950355,279.7863464355469,21676400
2023-04-24,276.19301740569233,278.9932457830926,272.8934706931475,275.87969970703125,26611000
2023-04-25,273.6669722958412,275.71327815222014,269.61350288682667,269.6624755859375,45772200
2023-04-26,290.49764832472823,293.30764764371935,286.61063797416637,289.1954345703125,64599200
2023-04-27,289.7829002150644,298.81996255788124,289.0779502504288,298.4576721191406,46462600
2023-04-28,297.6548232687838,302.47195624653347,296.96944448822813,300.8368835449219,36469600
2023-05-01,300.5529832417884,302.14891388087307,298.7710220447965,299.1724548339844,21294100
2023-05-02,301.3264234827943,302.71672228103625,297.5569000465208,299.0255432128906,26404400
2023-05-03,300.2103062048158,302.1586970048939,297.7331953825414,298.0367126464844,22360800
2023-05-04,299.8381792845817,301.3264234827943,297.05755180847615,299.0255432128906,22519900
2023-05-05,299.32910233190466,305.448449715473,297.9094017870665,304.1560363769531,28197100
2023-05-08,303.6468870133391,303.7154308682789,299.69133289455476,302.19781494140625,21318600
2023-05-09,301.5614319841714,303.5587952895824,299.90675810012203,300.58233642578125,21340800
2023-05-10,302.1685367465586,306.4569810707174,301.2384136774778,305.7814025878906,30078000
2023-05-11,303.6175792147709,304.61624606114736,299.85785535357644,303.6273498535156,31680200
2023-05-12,304.0581273381705,304.1560428743244,300.1907176369154,302.51116943359375,19774700
2023-05-15,302.6383847357047,303.4216490795794,301.15994116605026,302.9908447265625,16336500
2023-05-16,303.35319033533926,307.15208621607525,303.35319033533926,305.2232666015625,26730300
2023-05-17,306.4301881447826,308.5300175402266,304.9092544308229,308.10809326171875,24315000
2023-05-18,308.62809167291,313.0534746659253,307.83329307901204,312.543212890625,27276000
2023-05-19,310.79668509180397,312.76897905978745,310.4336325582829,312.3666687011719,27546700
2023-05-22,312.6218055626669,316.53692774518953,312.0428798975908,315.15338134765625,24115700
2023-05-23,314.02496753538287,316.66449486892907,309.3346604791277,309.344482421875,30797200
2023-05-24,308.82436880109975,310.56114546951807,306.7441236524187,307.96087646484375,23384900
2023-05-25,317.17473844488717,320.76606606309167,313.9955431528481,319.8044738769531,43301700
2023-05-26,317.940028599587,327.14402564243557,317.80267115227514,326.64361572265625,36630600
2023-05-30,328.93967357756225,329.4400834510408,324.3180316020415,324.9950866699219,29503100
2023-05-31,326.05487171947954,329.63637661307075,321.1879203022461,322.2280578613281,45950600
2023-06-01,319.81423378408647,327.2716331746607,318.62694664026094,326.3394470214844,26773900
2023-06-02,327.9780910808691,331.16710767327845,326.30997811609336,329.10650634765625,25873800
2023-06-05,328.9298920270993,332.20721626429463,328.38040233133853,329.6363830566406,21307100
2023-06-06,329.0378566628356,329.0771144876542,325.9371772359314,327.4188232421875,20396200
2023-06-07,325.42688293374783,328.2135893193703,316.4485803635837,317.31207275390625,40717100
2023-06-08,317.8615303442391,320.51087900635844,317.28260481035625,319.1567687988281,23277700
2023-06-09,318.8918385067795,323.79801789828633,318.32273487313944,320.6580810546875,22529000
2023-06-12,322.4144778795906,325.8684474019989,319.05866788081994,325.6231384277344,24260300
2023-06-13,328.19401031500286,330.6569222888833,324.19058055958016,328.01739501953125,22951300
2023-06-14,328.06639373925447,332.678214257829,326.5651040717086,331.0101013183594,26003800
2023-06-15,331.1475163947217,343.2755782609129,330.87277152883553,341.5682373046875,38899100
2023-06-16,344.7277944942439,344.87497388637837,335.5336191446204,335.9064636230469,46552000
2023-06-20,332.9431539372829,335.66116662544215,329.55787807274623,331.706787109375,26375400
2023-06-21,330.0582957138187,331.3927920316485,325.838993566958,327.301025390625,25117800
2023-06-22,327.8505873806374,333.738003737129,327.08522445209144,333.335693359375,23556800
2023-06-23,328.0860537439725,331.6185093238912,327.19315533781804,328.7336730957031,23146900
2023-06-26,327.4580354070177,329.8031735626045,322.326161031866,322.4341125488281,21520600
2023-06-27,325.6328827704176,329.8423925373536,323.1209216371493,328.29205322265625,24354100
2023-06-28,328.38036172264015,331.63807161960625,327.5463053409856,329.54803466796875,20259500
2023-06-29,328.4294449258427,329.8031691350396,326.37866558051627,328.7630615234375,16997000
2023-06-30,331.41242887349597,336.2989944894714,330.8727611005321,334.15008544921875,26832800
2023-07-03,332.8253831560942,334.5032880387074,330.25455007590733,331.64788818359375,12508700
2023-07-05,328.8023217775131,335.23922664394627,328.4490912403642,331.8049011230469,18172400
2023-07-06,330.97088598213605,336.55412113608645,329.2046731859424,334.86639404296875,28161200
2023-07-07,332.952965838011,335.3766196583141,330.6764914106529,330.8923645019531,21214800
2023-07-10,328.32152762825416,328.9397110166737,321.4430546068671,325.6034851074219,32791400
2023-07-11,324.8479297238825,326.6141422303351,320.8641146712657,326.2314758300781,26698200
2023-07-12,330.2840855880984,335.23931604022977,329.3715431788461,330.8728332519531,29995300
2023-07-13,333.18847871055397,337.2900378184535,332.6586029099094,336.2303161621094,20567200
2023-07-14,341.06781240904763,344.8357549977922,337.8493595762692,338.76190185546875,28352700
2023-07-17,339.19365704889503,340.479073827532,335.778974895852,339.24273681640625,20363900
2023-07-18,339.3407612690202,359.89766311953025,335.74946461658294,352.74444580078125,64738600
2023-07-19,354.9620619812482,355.6587310369043,345.82675878722245,348.4172058105469,39732900
2023-07-20,346.93562133380993,351.25305376506816,338.88947411809744,340.361328125,33778400
2023-07-21,342.59848099973897,343.72689620518594,333.4533559589221,337.3194274902344,69405400
2023-07-24,339.3604427915747,340.4103723937978,335.8868593129291,338.6343078613281,26678100
2023-07-25,340.59681755620375,345.28715443801974,338.5951176532345,344.39422607421875,41637700
2023-07-26,335.03321711179626,338.20262012350594,326.8595045876303,331.43206787109375,58383700
2023-07-27,334.0912153820297,334.92524195448044,322.87566610660525,324.51434326171875,39635300
2023-07-28,327.40902185998743,333.63005436530796,326.91840387112984,332.02081298828125,28484900
2023-07-31,330.5980267133625,331.36338955022967,327.10479921092735,329.6167907714844,25446000
2023-08-01,328.9004847782133,332.1876312426991,327.4384527759718,330.0289001464844,18311900
2023-08-02,327.3697478835023,327.3697478835023,320.2361435127281,321.3547668457031,27761300
2023-08-03,319.88289830105487,323.6900983235589,319.83384848481404,320.530517578125,18253700
2023-08-04,325.65258996189004,328.85142872245865,321.0996408070944,321.6295166015625,23741500
2023-08-07,322.20843058542397,324.89700739318704,321.374374073945,323.915771484375,17741500
2023-08-08,320.82487404247576,322.5812946473448,316.9391883531327,319.93194580078125,22327600
2023-08-09,320.3440854180899,320.9720608226161,315.0257736651899,316.18365478515625,22373300
2023-08-10,319.9025293676403,322.1005182288563,315.15335102644235,316.8705139160156,20113700
2023-08-11,314.25061483261044,316.3602660012063,313.22029918403376,314.9865417480469,24355500
2023-08-14,315.3594474269808,317.9793307363842,314.0740007379562,317.959716796875,18836100
2023-08-15,316.9391798843772,318.9899592196478,314.87857860821487,315.820556640625,16966300
2023-08-16,315.44696931378786,319.00658950947815,314.4636557810038,315.05364990234375,20698900
2023-08-17,315.1912458646841,316.4990393179839,310.9334825752944,311.5923156738281,21257200
2023-08-18,309.2421912471136,313.06729440212877,306.3512477338566,311.1990051269531,24755000
2023-08-21,312.62487161890374,317.3841056283608,311.74973815851166,316.50897216796875,24040000
2023-08-22,320.0685355111108,320.63884412186707,316.0959406772382,317.0792541503906,16084600
2023-08-23,318.41655808292467,323.7067890708429,318.0625496482568,321.5434875488281,21166400
2023-08-24,327.29584833098056,327.4236838653866,314.6209250862832,314.6307678222656,23281400
2023-08-25,316.1057329442358,319.9308061397361,313.4802731864356,317.5905456542969,21684100
2023-08-28,320.2258699937862,320.7076839940525,316.35161250011487,318.298583984375,14808500
2023-08-29,316.5088968490621,323.4904274361002,316.5088968490621,322.929931640625,19284600
2023-08-30,323.1856875916397,324.30664946866943,321.0027302433723,323.3036804199219,15222100
2023-08-31,323.7068063169535,325.38826394826276,321.3271745159577,322.29083251953125,26411000
2023-09-01,325.78155572289427,326.45020162379865,321.32714728180537,323.17578125,14942000
2023-09-05,323.51012766421536,329.26251739486815,323.17580468951513,327.98419189453125,18553900
2023-09-06,327.8170045681073,328.87896976670504,324.67038989138393,327.3253479003906,17535800
2023-09-07,325.76188443553343,327.52199370609907,323.539586687025,324.4049072265625,18381000
2023-09-08,324.58192625722756,330.5506459747243,323.9624339954705,328.6921691894531,19530100
2023-09-11,331.6126024523964,332.7729350743732,329.83280759348713,332.3009338378906,16583300
2023-09-12,330.2163241256409,331.1701393555617,325.9487474293145,326.23388671875,17565500
2023-09-13,325.7815924302143,331.22915760826913,325.64394414491534,330.45233154296875,16544400
2023-09-14,333.4906907415561,335.17214803708595,330.95375569932395,333.0482177734375,20267000
2023-09-15,331.29795899971333,331.7699302193474,324.1492514827947,324.7097473144531,37679800
2023-09-18,322.33013776149687,324.8867587399462,320.91416398907404,323.5691223144531,16834200
