Date,Open,High,Low,Close,Volume
,KO,KO,KO,KO,KO
2023-02-13,54.73228826250091,55.51809112269353,54.57695274769457,55.37189483642578,16191800
2023-02-14,55.01553815316501,55.64601243016516,54.42161730243034,54.44902801513672,20505700
2023-02-15,54.73228482694796,54.75969553965433,54.12008552028345,54.44902801513672,13171400
2023-02-16,54.12008239711696,54.65918179132848,53.86423979837047,54.11094665527344,16538300
2023-02-17,54.36678990617888,55.03381060776491,54.2571435747714,54.93330001831055,16814700
2023-02-21,54.81451775444967,55.033810416502504,54.567810895444715,54.640907287597656,14278300
2023-02-22,54.686600015750145,55.152603082454874,54.595228642385614,54.80538558959961,12409600
2023-02-23,54.8327839184077,55.20741204152934,54.65004121295807,54.9058837890625,12222800
2023-02-24,54.53126344023836,54.741420369941586,54.266281599727876,54.677459716796875,9736200
2023-02-27,54.988129826018366,55.09777616719486,54.58609091797498,54.65918731689453,8849800
2023-02-28,54.54953744311594,54.54953744311594,54.03784874143843,54.37592697143555,16082200
2023-03-01,54.02871600434397,54.07440168895044,53.33428105018611,53.78200912475586,13275800
2023-03-02,53.76373260216467,54.6226352989989,53.72718266129662,54.567813873291016,11758300
2023-03-03,54.41248035534227,54.53126592470616,54.101812817802006,54.31196975708008,13101800
2023-03-06,54.147496868033485,55.17087430526677,54.110950412527764,55.1525993347168,16282700
2023-03-07,55.27138652434979,55.344482923103016,54.595226536512236,54.832794189453125,13961200
2023-03-08,54.860206604003906,55.12518844775111,54.576949789764384,54.860206604003906,10851600
2023-03-09,55.31706575222079,55.31706575222079,54.165767107295885,54.330238342285156,13900900
2023-03-10,54.54953851377705,54.95157740367553,53.900792753170116,54.101810455322266,13745800
2023-03-13,54.174916109892436,55.61860406179367,54.13836616538998,54.650054931640625,21956000
2023-03-14,54.8236558768072,55.24396973532012,54.22973154390412,54.85106658935547,19496900
2023-03-15,54.30283274363182,55.26224604765757,54.12922575061958,55.21656036376953,21089900
2023-03-16,55.327051012550115,55.55723511502996,54.96796437465445,55.52040481567383,15658300
2023-03-17,55.529614347871785,55.566441135030686,54.912719124578715,55.26259994506836,27351200
2023-03-20,55.39149670016939,55.7966194152832,55.216558064346906,55.7966194152832,12904100
2023-03-21,55.76899479418375,55.93472760139651,55.13368804142153,55.53881072998047,13716500
2023-03-22,55.61247051652427,56.04521416261747,55.271795577525964,55.29021072387695,10494200
2023-03-23,55.32704396393027,55.60326414924974,54.98637251911394,55.17051696777344,15479000
2023-03-24,55.474369196915426,56.18333666041378,55.161318674232135,56.07284927368164,12975600
2023-03-27,56.29382119273318,56.606871699543056,56.11888254658346,56.48717498779297,12777400
2023-03-28,56.52400333185061,56.846263158141795,56.41351595453982,56.5516242980957,10925700
2023-03-29,56.827850246442075,57.039619191426674,56.70815353411842,56.95675277709961,9441000
2023-03-30,56.9751647613314,57.16851854657759,56.77260164593233,56.947540283203125,9870700
2023-03-31,57.14090191552661,57.31584056606837,56.96595975265426,57.113277435302734,14440900
2023-04-03,57.3618770418692,57.56444017390094,56.95675429013636,57.45395278930664,12300700
2023-04-04,57.444747431923055,57.76700730174927,57.159321375950285,57.279014587402344,11433400
2023-04-05,57.57365109459519,58.0248135161936,57.54603012408153,57.82225036621094,12789600
2023-04-06,57.8774887877981,58.04322161540638,57.43553575161954,57.859073638916016,9644200
2023-04-10,57.53681805787445,57.72096252441406,57.10407083437912,57.72096252441406,7952600
2023-04-11,57.68414121327827,57.73938315355091,57.453957095926526,57.61968994140625,9913000
2023-04-12,57.52760872714913,58.03401303479419,57.37108522812435,57.72096252441406,9593700
2023-04-13,57.78541061282096,58.153706550310446,57.52760556397654,58.144500732421875,9871400
2023-04-14,58.052425384521484,58.14450112568179,57.80382615188424,58.052425384521484,8946000
2023-04-17,58.30102910540752,58.49438290823374,58.13529627089057,58.429931640625,9452400
2023-04-18,58.47595973515824,58.5588261410467,58.181324405850425,58.52199935913086,9035700
2023-04-19,58.678528181261676,58.77060392525615,58.40230797393926,58.63249206542969,9769500
2023-04-20,58.58644817261809,58.927119599349425,58.411506038416306,58.890289306640625,10706400
2023-04-21,58.92713160270165,59.17572734829949,58.74298361397706,58.97317123413086,12931100
2023-04-24,59.61768047141665,59.83865523521641,58.57724738089536,58.8810920715332,15532300
2023-04-25,59.08365208557731,59.08365208557731,58.586457107502575,58.78901672363281,12818900
2023-04-26,58.522011455653605,58.71536527191626,58.365484428918904,58.51280212402344,13179600
2023-04-27,58.49438020560323,58.70614914829477,58.10767261781794,58.63249206542969,13795800
2023-04-28,58.56804047482533,59.07444828315016,58.448343764463964,59.06523895263672,13687600
2023-05-01,59.065238209817835,59.56243668137633,58.98236828556099,59.20335006713867,9091500
2023-05-02,59.05602971555424,59.05602971555424,58.25499006381113,58.936336517333984,10948400
2023-05-03,58.94553012110787,59.092851289163214,58.54041095827554,58.604862213134766,11084600
2023-05-04,58.68774193241256,58.862680590683354,58.475969461439,58.66932678222656,11938300
2023-05-05,58.59566028580045,59.1204797201382,58.586454467799086,58.94553756713867,9039000
2023-05-08,58.75218798540101,58.982368561461726,58.568040012221985,58.85346603393555,7240700
2023-05-09,58.595662610425435,58.69694417411051,58.26419695193992,58.365478515625,9067700
2023-05-10,58.30102970649894,58.59566507927109,57.99718851497233,58.46676254272461,10134000
2023-05-11,58.540412746127096,58.8626690302651,58.01558984972651,58.7982177734375,9581500
2023-05-12,58.798220162864226,59.102064825110546,58.65090249665304,59.028404235839844,8740800
2023-05-15,59.129691969394045,59.157312937092044,58.66011444454469,58.871883392333984,8150000
2023-05-16,58.8350510080636,58.8350510080636,58.15370460025461,58.20895004272461,9129600
2023-05-17,58.374684815270214,58.393096451047356,57.75778964682488,58.144500732421875,11583000
2023-05-18,58.01560418446843,58.04322866731302,57.61048139683403,57.82225036621094,13595100
2023-05-19,58.043214917473506,58.098456845414574,57.647298043021976,57.84986114501953,14251400
2023-05-22,57.81303587535135,57.886692956450155,56.570039703711515,56.634490966796875,15055400
2023-05-23,56.634492619516855,56.78181029834392,56.32144211296803,56.5332145690918,13932700
2023-05-24,56.51479241419383,56.56082852455833,55.907106625324225,56.05442428588867,11090100
2023-05-25,55.67693047576488,55.91632039108811,55.38229511275294,55.62168502807617,14463600
2023-05-26,55.65851225072488,55.833450890242425,55.34546175578323,55.48357009887695,12570300
2023-05-30,55.32704788253442,55.42832944386866,54.80222843955741,55.04161834716797,15634200
2023-05-31,55.170519356587164,55.50198499825465,54.66411507618645,54.931129455566406,59432200
2023-06-01,55.18893713964426,55.40070608474683,55.03241364156735,55.24418258666992,13402700
2023-06-02,55.49278197074449,56.45955446600076,55.317843323214674,56.31223678588867,15259800
2023-06-05,56.16491077564381,56.57003345778342,55.750578764177156,55.93472671508789,12915600
2023-06-06,56.11888037315354,56.15571066954724,55.35466752847087,55.52960968017578,10943500
2023-06-07,55.253389513866914,55.57564935948811,55.078450863270675,55.446746826171875,16817900
2023-06-08,55.36387556275051,55.62168060681086,55.2257637106723,55.5848503112793,15585900
2023-06-09,55.492773893064744,55.86106628357006,55.40069816119089,55.67692184448242,12581500
2023-06-12,55.78741512583568,55.84266057081796,55.26259569166045,55.43753433227539,14208900
2023-06-13,55.437533849802975,55.86107172065652,55.28101035887769,55.658512115478516,13397800
2023-06-14,55.916321655049444,56.23858150535555,55.79662493851685,56.03601837158203,14099700
2023-06-15,56.23084239948306,56.870987650161474,55.980349856414115,56.80604553222656,15271400
2023-06-16,57.149314165677836,57.67813060140445,57.03798532107227,57.214256286621094,26738000
2023-06-20,57.14003629961372,57.483302289974745,56.81532570590465,56.83387756347656,13971800
2023-06-21,56.8802673819586,57.260644162663134,56.57410864820421,56.99159622192383,13948700
2023-06-22,57.34414503271208,57.61318945011363,57.14003919826657,57.38125228881836,15193400
2023-06-23,57.464745464630006,57.49258032845592,56.759658104785935,56.77821350097656,25112100
2023-06-26,56.78748872095706,56.861710304793455,56.026735182033526,56.79676818847656,12856100
2023-06-27,56.79676720713961,56.92665143752925,56.57410599855748,56.6761589050293,9068500
2023-06-28,56.48133656359297,56.629776200144484,56.03601765393842,56.14734649658203,11173200
2023-06-29,55.86901828103779,55.98962304325085,55.45153072970074,55.683467864990234,17142300
