Date,Open,High,Low,Close,Volume,date,ticker,daily_return,return_direction,intraday_range,gap_pct,volume_change,rsi_14,macd,macd_signal,macd_histogram,bb_pct_b,bb_width,atr_14,distance_52w_high,distance_52w_low,volume_zscore,stoch_k,stoch_d,williams_r,obv_slope,ema_cross,adx_14,cci_20,mfi_14,roc_10,vwap_distance,keltner_pos,return_5d,return_20d,VIX_close,article_count,avg_overall_sentiment,avg_ticker_sentiment,min_sentiment,max_sentiment,sentiment_std,sentiment_range,pct_positive,pct_negative,n_pre_market,n_market_hours,n_after_hours,n_overnight,sentiment_rolling_3d,sentiment_rolling_5d
2025-02-28,235.9217631442628,241.03945773883655,229.20105446423008,240.79054260253903,56833400,2025-02-28,AAPL,1.9131946449175263,1,5.017936080516424,-0.14748790204414292,38.100676490027595,,0.14989984907452936,0.5473541816642177,-0.3974543325896883,,,,,,1.3331571277343137,,,,-0.5231254410200562,-0.03858422347291189,,,,0.12835480722985793,-0.5665593634729684,,0.0,0.0,19.6299991607666,0,,,,,,,,,0,0,0,0,0.0,0.024815800000000002
2025-03-03,240.7407483660274,242.971033380884,235.085403953726,236.9970703125,47184000,2025-03-03,AAPL,-1.57542412132885,0,3.275569042914378,-0.020679481832406206,-16.978396506279758,,-0.23573802032680646,0.3907357412660129,-0.6264737615928193,,,,,,0.16958664128997417,,,,-0.2971568499820726,-0.24490141634431664,,,,-2.686017637369842,-2.000735706530834,,0.0,0.0,22.780000686645508,0,,,,,,,,,0,0,0,0,0.0,0.024815800000000002
2025-03-04,236.6784633674393,239.02822274747484,233.6615980851158,234.9061737060547,53798100,2025-03-04,AAPL,-0.8822457609658607,0,2.267474862732842,-0.13443497197691034,14.017675483214642,,-0.7019846499123901,0.17219166303033231,-0.8741763129427224,,,,,,0.9258897313628951,,,,-0.3465451196327487,-0.4906218535441067,,,,-3.493272969133754,-2.651198930492881,,0.0,0.0,23.51000022888184,0,,,,,,,,,0,0,0,0,0.0,0.0
2025-03-05,234.39839184729652,235.5234930679701,228.235250954078,234.71701049804688,47227600,2025-03-05,AAPL,-0.08052713346075047,0,3.109339640282245,-0.21616369239982924,-12.213256601998957,,-1.0743677107687972,-0.0771202117294936,-0.9972474990393037,,,5.606991556499819,,,0.09513276836719112,31.3433090181414,,-68.65669098185859,-0.610162186705719,-0.668144688951119,,,59.94958352200424,-3.7285079302931123,-2.4810273314659814,0.26227405078849014,0.0,0.0,21.93000030517578,0,,,,,,,,,0,0,0,0,0.0,0.0
2025-03-06,233.42265485870865,236.82781201573715,232.1482106078643,234.3087921142578,45170400,2025-03-06,AAPL,-0.1739193861249655,0,2.004776019150931,-0.5514537001778111,-4.355927466142684,38.619724696574984,-1.38644174392698,-0.33898451816899094,-1.047457225757989,,,5.459776624490879,,,-0.1687406079459798,29.369321112050038,,-70.63067888794995,-1.0509732448691933,-0.8051899605558034,,,62.69492163920609,-4.2712450243295175,-2.4860693296550886,0.26220326870670435,0.0,0.0,24.8700008392334,0,,,,,,,,,0,0,0,0,0.0,0.0
2025-03-07,234.0897400039076,240.32256924437755,233.74125275300776,238.03256225585935,46273600,2025-03-07,AAPL,1.5892575383110952,1,2.8114502118973395,-0.09348864307379517,2.4423073517170435,40.09318159979132,-1.3180913968556354,-0.5348058939063198,-0.7832855029493155,,,5.6055699918601745,,,-0.01834381586007465,47.376048678694474,36.029559602961974,-52.62395132130552,-0.629778657669254,-0.7047982354191329,,,62.94916639145095,-2.6389711688514783,-0.8613147202412897,0.44070425444570555,0.0,0.0,23.3700008392334,0,,,,,,,,,0,0,0,0,0.0,0.0
2025-03-10,234.5178647329352,235.13518456664028,223.24699590534985,226.4928436279297,72071200,2025-03-10,AAPL,-4.847957993043705,0,5.0692038642039,-1.4765616475388845,55.75014695204177,28.422680159550993,-2.1700669254880722,-0.8618581002226704,-1.3082088252654018,,,6.424145991503863,,,2.602122555336012,12.645435179016479,29.79693498992033,-87.35456482098353,-0.4910640591305608,-1.2159494037900083,,,53.73936545670302,-7.94010818379337,-5.2552072465198965,0.046880619655093464,0.0,0.0,27.86000061035156,1,0.030991,-0.141223,0.030991,0.030991,0.0,0.0,0.0,0.0,1,0,0,0,0.010330333333333334,0.0061982
2025-03-11,222.8387656202518,224.8599551431671,216.50636447278404,219.88165283203125,76137400,2025-03-11,AAPL,-2.9189402587743385,0,3.7487151964477916,-1.613330447508805,5.641920767241282,23.657106261186826,-3.3402274524314635,-1.357531970664429,-1.9826954817670344,,,6.934778546479707,,,2.380615133287776,10.414737871709924,23.478740576473626,-89.58526212829008,-0.6467183107083297,-1.9137632179207669,,,46.25886472545524,-10.605575505883868,-7.403568136054975,-0.09541402296886643,0.0,0.0,26.920000076293945,0,,,,,,,,,0,0,0,0,0.010330333333333334,0.0061982
2025-03-12,219.18469713036333,220.78771110845915,213.9773970817033,216.0384063720703,62547500,2025-03-12,AAPL,-1.7478704614326435,0,3.10711200002495,-0.31696855680829616,-17.849177933577977,20.263869047355712,-4.525538381145424,-1.9911332527606282,-2.5344051283847957,,,7.244143820996006,,,1.0966815609304796,5.899092189928989,9.653088413551798,-94.100907810071,-0.9511219953727429,-2.5959296521491133,,,40.23616427149035,-9.727078944005928,-8.503029135597554,-0.1357032695050422,0.0,0.0,24.229999542236328,0,,,,,,,,,0,0,0,0,0.010330333333333334,0.0061982
2025-03-13,215.01287598245443,215.899013195213,207.51555384047248,208.77008056640625,61368300,2025-03-13,AAPL,-3.3643674417530467,0,3.899049913375715,-0.4746981829932913,-1.8852871817418793,17.7021513353115,-5.982437168696293,-2.789394035947762,-3.1930431327485316,-0.14999940916752275,0.17722176845590956,7.606137351028461,-16.1280081732953,0.604545877509591,0.9442049966895018,3.0302885467095435,6.448039536116152,-96.96971145329046,-1.346226361257166,-3.5050360468397925,,-232.1315842457715,32.788055657282186,-11.639279405091873,-11.002533503582404,-0.2639315855778178,1.0,0.0,24.65999984741211,1,0.330867,0.227413,0.330867,0.330867,0.0,0.0,1.0,0.0,0,0,0,1,0.11028900000000001,0.07237160000000001
2025-03-14,210.3332680009786,213.02154815111564,208.67051688888432,212.5635528564453,60107600,2025-03-14,AAPL,1.8170574441256804,1,2.068636741863904,0.7487602774934592,-2.054317945910189,20.920588306271156,-6.753092991433078,-3.5821338270448253,-3.170959164388253,0.026726518272639298,0.19809927414138725,7.601158516259204,-14.60400590227168,2.4325882675057127,0.7908934858889722,12.193358089296751,7.040912941978429,-87.80664191070325,-0.7909384857179114,-3.770019637197818,,-176.99416657691458,32.82491564139252,-11.722632226750951,-8.769529130314435,-0.0787451703634804,1.0,0.0,21.770000457763672,1,0.140702,0.175148,0.140702,0.140702,0.0,0.0,0.0,0.0,1,0,0,0,0.15718966666666667,0.100512
2025-03-17,212.3843419118567,214.28605714072168,209.0588394397278,213.07135009765625,48073400,2025-03-17,AAPL,0.23889196166846371,1,2.4612067226515593,-0.08430934757175813,-20.0210955020663,21.634642078154144,-7.239416799219356,-4.313590421479732,-2.9258263777396243,0.09597994219508577,0.21199879386997506,7.612537746666926,-14.400001736785335,2.6772914870057347,-0.29759079483331896,15.262611176737048,10.162085937581114,-84.73738882326295,-0.06366150053041016,-3.904293480729045,,-141.1541508050403,32.19437105473415,-10.09536539135093,-8.014941097096711,-0.007755742872880089,1.0,0.0,20.51000022888184,2,-0.347476,-0.168246,-0.485981,-0.208971,0.19587564945648553,0.27701,0.0,1.0,0,1,0,1,0.041364333333333336,0.024818600000000003
2025-03-18,213.23065092190424,214.21634506867483,210.57223927739028,211.76702880859372,42432400,2025-03-18,AAPL,-0.6121523557553465,0,1.7089971706831206,0.07476407512083663,-11.734139877770245,23.83206719352917,-7.641987671122763,-4.979269871408338,-2.662717799714425,0.12041466508843966,0.2240261942609321,7.310282847330571,-14.92400414268014,2.0487500283422437,-0.760444508824721,11.991023738024722,13.14899766801951,-88.00897626197528,0.22887757869075984,-4.028937933568094,,-118.65968468328731,37.7625569626348,-9.850377507070418,-8.046195916937867,-0.018750115755842626,1.0,0.0,21.700000762939453,0,,,,,,,,,0,0,0,0,-0.06892466666666668,0.0248186
2025-03-19,213.2903760985492,217.81066771448715,212.82241448637808,214.3059539794922,54385400,2025-03-19,AAPL,1.1989237348148718,1,2.3387146290202465,0.7193505516537936,28.16951197669706,28.93431056873588,-7.667768680535261,-5.516969633233723,-2.150799047301538,0.20234593465435247,0.22888427637928718,7.357930221547875,-13.90400783571662,3.272236713513931,0.20791827830138374,19.151906072177457,15.468513662313077,-80.84809392782255,0.47106680082352326,-3.8518732835128486,,-88.6274561875323,44.0944005790117,-8.696027814619988,-6.452725363717858,0.1117431900404546,1.0,0.0,19.899999618530277,0,,,,,,,,,0,0,0,0,-0.11582533333333334,0.0248186
2025-03-20,213.0613904363763,216.5462020975973,211.29906714235267,213.17091369628903,48862900,2025-03-20,AAPL,-0.5296354404188741,0,2.462733836711497,-0.5807414679831858,-10.154379668072677,21.670756748635256,-7.691130021834368,-5.951801710953852,-1.7393283108805164,0.21139210932757957,0.23094654534182557,6.887125341593459,-14.36000272299892,2.7252703477658895,-0.4410252216965881,15.950594743389887,15.697841517864022,-84.04940525661011,0.06464280747409022,-3.765500681454371,,-85.31071562801517,44.878878413876706,-9.021376546408533,-6.465627400549097,0.08742890895008117,1.0,0.0,19.799999237060547,1,0.265649,0.343381,0.265649,0.265649,0.0,0.0,1.0,0.0,0,1,0,0,0.08854966666666668,0.011775000000000002
2025-03-21,210.64192650603025,217.89033350890864,210.36314278996363,217.32281494140625,94127800,2025-03-21,AAPL,1.9476865643276886,1,3.5734532264304555,-1.1863659757362173,92.6365401971639,29.967559606116467,-7.290579064303415,-6.219557181623765,-1.0710218826796503,0.31082735501937003,0.2261558294258155,6.861522576721102,-12.692004002344165,4.726036636498632,2.9625352179566007,29.89379247149193,21.665431095686426,-70.10620752850807,0.21780347097881048,-3.3417430088272977,,-68.30042341061355,47.64865572390082,-8.700384148363849,-3.828555862571934,0.26219621662994586,0.0,0.0,19.280000686645508,1,0.375021,0.336678,0.375021,0.375021,0.0,0.0,1.0,0.0,0,1,0,0,0.2135566666666667,0.058638800000000005
2025-03-24,220.04097309502072,220.5188858867363,217.63147647971348,219.7721405029297,44299500,2025-03-24,AAPL,1.1270448352069362,1,1.3122144327983654,1.2507468000298667,-52.936858186423144,34.7021007496067,-6.698285772847896,-6.315302899868591,-0.382982872979305,0.37718755292919487,0.2146722397943114,6.706483025504746,-11.70800374272991,5.906346023527209,-0.7792395186151936,37.35965162194635,27.734679612276057,-62.640348378053645,0.6087970682530216,-2.869821403212093,53.95913872596463,-38.94672782322965,53.96240076733321,-2.967291600630173,-2.227220650493443,0.3624789941233301,1.0,0.0,17.479999542236328,6,0.19546516666666666,0.20504083333333334,-0.037423,0.410101,0.16819452445952773,0.447524,0.5,0.0,2,1,2,1,0.27871172222222224,0.16722703333333336
2025-03-25,219.81197343150768,223.1275247285548,219.1249652538438,222.77903747558597,34493600,2025-03-25,AAPL,1.3681884181385495,1,1.8209014787623274,0.01812464877797498,-22.13546428289258,38.58312735690881,-5.9180381561070305,-6.235849951116279,0.3178117950092485,0.4599677286824336,0.19852709499520463,6.471791408420381,-10.500002875794614,7.355344383894851,-1.3908285194312728,46.52506010436003,37.92616806593277,-53.47493989563997,0.7151711135058496,-2.3205072489324414,53.03443896107109,-18.91761789981318,59.42804728849955,1.3177018665436524,-0.4233110162273553,0.4761558407861523,0.0,0.0,17.149999618530273,1,0.292515,0.214887,0.292515,0.292515,0.0,0.0,1.0,0.0,1,0,0,0,0.28766705555555555,0.22573003333333333
2025-03-26,222.5400680439697,224.04352508950677,219.51326687455483,220.56866455078125,34466100,2025-03-26,AAPL,-0.9921817374971553,0,2.0357045159422027,-0.10726746749789824,-0.07972493448059614,37.29749082302599,-5.415617058290451,-6.071803372551114,0.6561863142606628,0.427987945753076,0.1898730842762018,6.46112403749746,-11.38800550232146,6.290184262690664,-1.3084281400426991,39.78755930585213,41.22409034405283,-60.21244069414787,0.6642355121848105,-2.035418684563746,52.57856553442796,-15.935463507131741,54.23386019873474,2.096968893072071,-1.07118126201081,0.4010105496242865,1.0,0.0,18.32999992370605,0,,,,,,,,,0,0,0,0,0.16266005555555557,0.22573003333333333
2025-03-27,220.4292696466093,224.0136533961419,219.6028696378956,222.87860107421875,37094800,2025-03-27,AAPL,1.0472641379690062,1,2.00099731098218,-0.06319796352571114,7.626914562425102,35.61436717874561,-4.775997420715015,-5.812642182183895,1.0366447614688798,0.49808236559887353,0.18280587343264684,6.306085985131497,-10.4600038620082,7.403323244655005,-1.0986025568911486,55.62365183684656,47.31209041568624,-44.37634816315344,0.3053007858813171,-1.6427111402798567,52.9997147300639,-5.143388530822705,53.48345408039563,6.757922624513624,0.23641946080046777,0.4910903851658143,0.0,0.0,18.690000534057617,0,,,,,,,,,0,0,0,0,0.09750500000000002,0.17260023333333335
2025-03-28,220.7080664246457,222.8387793372666,216.7353754664909,216.9544219970703,39818600,2025-03-28,AAPL,-2.6580295499861295,0,2.7653741748761758,-0.9738640852516239,7.342808156399272,39.864588791980815,-4.693027688931693,-5.588719283533455,0.8956915946017618,0.3714234531713597,0.16870905840840855,5.688775932075665,-12.84000341841246,4.548511175144954,-0.8413089948355592,54.420259263324446,49.943823468674374,-45.579740736675554,-0.0052648712755254965,-1.6771255577605486,51.24097297681965,-26.909752574614906,56.07813231839829,2.06567357461811,-2.0196178910716434,0.2555138807938942,0.0,0.0,21.649999618530277,0,,,,,,,,,0,0,0,0,0.0,0.09759603333333333
2025-03-31,216.0682695484103,224.6409066608951,215.29165561007284,221.1660614013672,65299300,2025-03-31,AAPL,1.9412553869742055,1,4.326989367926396,-0.40845097348233145,63.99195350916407,51.438134175740245,-4.238569881762288,-5.3186894031792225,1.0801195214169343,0.5055751569196583,0.15638333635893734,5.64325963890971,-11.14800528948586,6.578064780333784,0.7787363601601063,79.70935083226999,63.25108731081366,-20.290649167730013,0.10017269701808611,-1.4000859047613614,47.30556710397674,-6.497852703788556,66.08942335542025,3.7990613472909107,0.2502945179963399,0.4458230956417205,0.0,0.0,22.280000686645508,1,0.33596,0.340243,0.33596,0.33596,0.0,0.0,1.0,0.0,1,0,0,0,0.11198666666666666,0.12569499999999997
2025-04-01,218.85614379144317,222.70934527111467,217.95008904171655,222.2214813232422,36412700,2025-04-01,AAPL,0.4772069978492999,1,2.174604809784735,-1.0444267964477731,-44.237227657876886,57.38408911332761,-3.750017362357397,-5.004954995014858,1.2549376326574606,0.558787224297916,0.14531723586552042,5.496755510527014,-10.723997352998598,7.086662763637894,-1.0241536984327255,85.87225990014258,73.33395666524568,-14.127740099857423,0.425361110019216,-1.1388797854740746,43.799216268834634,8.116260519736482,73.80375628606802,4.9367706453008475,1.0810017626114559,0.49310668866937246,0.0,0.0,21.770000457763672,0,,,,,,,,,0,0,0,0,0.11198666666666666,0.067192
2025-04-02,220.35960203797092,224.2128035366635,220.06090083198967,222.9184417724609,35905900,2025-04-02,AAPL,0.3136332478159254,1,1.8841487578827636,-0.837848471796924,-1.391822084053096,70.0423358238538,-3.2689150692978046,-4.657747009871447,1.3888319405736427,0.6086464710044174,0.13274154507968983,5.18454480860387,-10.443998126376586,7.422522142041169,-0.9951382450638047,89.21463462680836,84.93208178640697,-10.785365373191635,0.5721096025163463,-0.8960161080182346,42.66401047587887,34.02787871865046,81.73760221273812,4.018781388496984,1.6299245730643377,0.5237944941177597,0.0,0.0,21.51000022888184,0,,,,,,,,,0,0,0,0,0.11198666666666666,0.067192
2025-04-03,204.64803566499705,206.58958563447752,200.37665915579905,202.3082427978516,103419000,2025-04-03,AAPL,-9.24562311253132,0,3.035908191588436,-8.196004763981337,188.02787285655006,40.16049087744699,-4.498848916649621,-4.625967391227082,0.12711847457746117,-0.03236453496387205,0.1364014545453891,6.483884191063195,-18.724008534263294,0.9639763684006122,2.462714841505295,7.960616300368957,61.01583694243996,-92.03938369963105,0.2564081352263176,-1.8889445268481713,39.05492851041674,-188.88886738533876,69.16118293092714,-5.095756597409817,-6.852472036690768,-0.2017731781897755,0.0,1.0,30.020000457763672,0,,,,,,,,,0,0,0,0,0.0,0.067192
2025-04-04,193.0486144227304,199.0126263082325,186.52703508606032,187.56253051757807,125910900,2025-04-04,AAPL,-7.2887352864843935,0,6.467589140438855,-4.576990164643716,21.748324775911577,30.777316915219686,-6.5874995041220075,-5.018273813806067,-1.5692256903159407,-0.29917921456710883,0.162851650940152,7.237740620405865,-24.648000403666487,0.5551449584989038,2.6640640676337406,2.7168466197001244,33.29736584895914,-97.28315338029988,-0.6481899142761978,-3.565346465976761,37.1739167999297,-283.9299935434662,57.44396015265298,-13.694045161274037,-12.190067569019007,-0.5296309556803838,1.0,1.0,45.310001373291016,3,0.12636733333333333,0.14881433333333335,0.069469,0.195916,0.0641656773698629,0.126447,0.3333333333333333,0.0,0,1,1,1,0.04212244444444444,0.09246546666666666
2025-04-07,176.43103817745248,193.30748067285785,173.86223225537526,180.6725616455078,160466300,2025-04-07,AAPL,-3.6734249922185436,0,11.021444196187726,-5.934816676554896,27.444327695219407,28.387552341969766,-8.698462586618831,-5.754311568368619,-2.9441510182502117,-0.217193892359211,0.21347474133091052,8.366393665134296,-27.41599958897462,3.917083832289286,2.8695393558006415,13.411790421595256,8.029751113888109,-86.58820957840474,-1.480860827031989,-5.203608222581533,36.295101960203226,-287.41846156170885,46.51701504519233,-17.790962388565646,-13.485619625334289,-0.4921734453715028,1.0,1.0,46.97999954223633,3,0.13488100000000003,0.173801,-0.108911,0.262739,0.211214227484798,0.37165,0.6666666666666666,0.0,2,0,1,0,0.08708277777777779,0.05224966666666667
2025-04-08,185.88979780340043,189.5140011328404,168.4757067407598,171.67176818847656,120859500,2025-04-08,AAPL,-4.981826446171411,0,11.31761648066937,2.8876748690424816,-24.682316473926303,22.809256830690444,-10.971235276467922,-6.79769630998848,-4.173538966479442,-0.17299508842082778,0.27652110717197403,9.437440485576237,-31.032008517140248,1.8970458765516136,1.5304722023601278,5.690465719451627,7.273034253582331,-94.30953428054836,-1.9959355943805916,-7.098693252231571,37.19919882294225,-249.96637664112035,38.37714202660858,-22.940789163212983,-16.333154432180883,-0.5115289413613047,1.0,1.0,52.33000183105469,0,,,,,,,,,0,0,0,0,0.08708277777777779,0.05224966666666667
2025-04-09,171.20381523449285,199.7394480269994,171.14407803694525,197.98709106445312,184395900,2025-04-09,AAPL,15.328858759749743,1,16.70253081152889,-0.2725858531788124,52.570464051233046,42.67038826162557,-10.527641282380415,-7.543685304466868,-2.9839559779135474,0.2967822150982429,0.28197068233368583,11.105171559491206,-20.460002513296445,17.51670011932561,2.514559342765559,52.54389615928966,23.882050766778843,-47.45610384071034,-1.0152317424404234,-5.616297117688754,36.80383986777123,-126.86264030557197,49.82146897369529,-10.237888293116626,-2.309778047997923,0.2582385248159698,0.0,0.0,33.619998931884766,1,-0.259383,0.13554,-0.259383,-0.259383,0.0,0.0,0.0,1.0,0,0,0,1,-0.04150066666666665,0.00037306666666667707
2025-04-10,188.24952597387417,193.9347385570105,182.205859833413,189.5936584472656,121880000,2025-04-10,AAPL,-4.239383776013517,0,6.230495754462223,-4.918282822494204,-33.90308569767549,37.14101494713775,-10.72968458659031,-8.180885160891556,-2.5487994256987534,0.18588373230828634,0.29646943949450066,11.694745881783714,-23.832008262189312,12.534716200360466,1.023755332211334,37.59970895952422,31.94469027942183,-62.40029104047578,-0.501213228328901,-5.831989998171132,36.4574748737793,-111.13533434117238,40.25804083073297,-14.934113219720558,-5.762214516288221,0.1299516268742603,1.0,1.0,40.720001220703125,1,-0.284996,-0.219402,-0.284996,-0.284996,0.0,0.0,0.0,1.0,0,0,0,1,-0.18145966666666666,-0.05662613333333333
2025-04-11,185.2924188893916,198.67408279715283,185.2525839628914,197.2901153564453,87435900,2025-04-11,AAPL,4.059448492218665,1,7.243414984113977,-2.268662144662588,-28.26066622907778,40.05812163005073,-10.15174264030631,-8.575056656774507,-1.576685983531803,0.32457111408190176,0.301273137604522,12.425133588135953,-20.740007870035523,17.103005040378545,0.24802444075013952,51.302957448132425,47.14885418898209,-48.697042551867575,0.15881227854611046,-5.053981696810742,36.53418679562536,-72.73503995796335,42.1085240217807,-9.063796192589491,-1.5289624281181922,0.3249836130504441,0.0,1.0,37.560001373291016,0,,,,,,,,,0,0,0,0,-0.18145966666666666,-0.08189959999999999
2025-04-14,210.52246440005905,212.01595519155484,200.28707539108044,201.64117431640625,101352900,2025-04-14,AAPL,2.205411534227064,1,5.571319827505835,6.707051197018547,15.916803052293172,40.7623482792703,-9.236156723872625,-8.70727667019413,-0.5288800536784954,0.40316763570736036,0.3025868301749378,13.191082185307279,-18.99199886157382,19.68560822046556,0.4938359587276523,59.04985226226639,49.317506223307674,-40.95014773773361,0.5951306517926367,-4.22789653652777,36.465642746244825,-15.240595536154359,45.18604290700646,-8.828156979079903,0.6846636994715101,0.42545502144353287,0.0,1.0,30.88999938964844,0,,,,,,,,,0,0,0,0,-0.09499866666666668,-0.1088758
2025-04-15,200.98401841430368,202.62685207462167,198.93296032454865,201.26280212402344,51343900,2025-04-15,AAPL,-0.1876462947934865,0,1.8379032219658982,-0.32590362773398357,-49.341459395833766,41.425672271658186,-8.443745520089038,-8.654570440173112,0.2108249200840735,0.4057041461019842,0.30399844257014824,13.131341723530213,-19.14400737419634,19.461022611238807,-0.6087749108642825,58.37617498003319,56.242994896810664,-41.623825019966816,0.2779854697566587,-3.6568824194573475,36.493299729162494,-30.819620570706913,44.6984501076846,-9.431437084487959,0.6453779882977875,0.4257301522999405,1.0,1.0,30.1200008392334,0,,,,,,,,,0,0,0,0,0.0,-0.1088758
2025-04-16,197.4992192732065,199.8290612192316,191.5352073519423,193.42697143554688,59732400,2025-04-16,AAPL,-3.893332799593996,0,4.199436280209375,-1.8699843245239687,16.33787071102897,37.531627285872425,-8.351766021959435,-8.594009556530377,0.2422435345709424,0.300352310393075,0.30932441883769135,13.51111393880413,-22.29200025553406,14.81000743518505,-0.4320261730910589,44.42477678396373,53.95026800875443,-55.57522321603627,0.25880178856105357,-3.739654400870053,36.13173019424302,-55.045377626537686,40.83115381929016,-13.229713119481069,-2.9314472259682485,0.30351206643321804,1.0,1.0,32.63999938964844,1,0.169585,0.102435,0.169585,0.169585,0.0,0.0,1.0,0.0,1,0,0,0,0.05652833333333334,-0.023082200000000004
