date,ticker,actual,predicted,prob_up
2025-09-08,JPM,1.0,1,0.68592256
2025-09-08,KO,0.0,1,0.6930758
2025-09-08,META,0.0,1,0.885593
2025-09-08,MSFT,1.0,1,0.87453353
2025-09-08,NVDA,1.0,1,0.68408406
2025-09-08,PFE,1.0,1,0.6401859
2025-09-08,TSLA,1.0,1,0.51752996
2025-09-08,UNH,1.0,1,0.94886523
2025-09-08,WMT,1.0,1,0.6041808
2025-09-08,XOM,1.0,1,0.71169573
2025-09-09,AAPL,1.0,1,0.85688025
2025-09-09,AMZN,0.0,0,0.46321234
2025-09-09,BA,0.0,0,0.3958879
2025-09-09,BAC,1.0,1,0.66579044
2025-09-09,CAT,1.0,1,0.67429364
2025-09-09,CVX,1.0,1,0.6176834
2025-09-09,GOOGL,1.0,1,0.6340781
2025-09-09,GS,1.0,1,0.8103847
2025-09-09,JNJ,1.0,1,0.7684791
2025-09-09,JPM,1.0,1,0.78080004
2025-09-09,KO,0.0,1,0.71169364
2025-09-09,META,0.0,1,0.7371924
2025-09-09,MSFT,1.0,1,0.8838623
2025-09-09,NVDA,1.0,1,0.64600974
2025-09-09,PFE,1.0,1,0.64482594
2025-09-09,TSLA,1.0,1,0.8099198
2025-09-09,UNH,1.0,1,0.9356492
2025-09-09,WMT,1.0,1,0.5516213
2025-09-09,XOM,1.0,1,0.58947396
2025-09-10,AAPL,1.0,1,0.8950196
2025-09-10,AMZN,0.0,0,0.46905595
2025-09-10,BA,0.0,0,0.32521543
2025-09-10,BAC,0.0,1,0.71104604
2025-09-10,CAT,1.0,1,0.7078962
2025-09-10,CVX,0.0,1,0.6387251
2025-09-10,GOOGL,1.0,1,0.75807077
2025-09-10,GS,1.0,1,0.5666971
2025-09-10,JNJ,1.0,1,0.751563
2025-09-10,JPM,1.0,1,0.65257114
2025-09-10,KO,0.0,1,0.5782362
2025-09-10,META,0.0,1,0.6485889
2025-09-10,MSFT,1.0,1,0.83334166
2025-09-10,NVDA,1.0,1,0.69545954
2025-09-10,PFE,1.0,1,0.7332773
2025-09-10,TSLA,1.0,1,0.7526835
2025-09-10,UNH,1.0,1,0.8401301
2025-09-10,WMT,1.0,1,0.5789023
2025-09-10,XOM,1.0,1,0.6262747
2025-09-11,AAPL,1.0,1,0.9332721
2025-09-11,AMZN,0.0,0,0.47323552
2025-09-11,BA,0.0,0,0.4765646
2025-09-11,BAC,0.0,1,0.71069336
2025-09-11,CAT,1.0,1,0.68435323
2025-09-11,CVX,0.0,0,0.48656362
2025-09-11,GOOGL,1.0,1,0.6438641
2025-09-11,GS,0.0,1,0.55876607
2025-09-11,JNJ,1.0,1,0.82753235
2025-09-11,JPM,1.0,1,0.7048255
2025-09-11,KO,0.0,0,0.4942772
2025-09-11,META,0.0,1,0.7169749
2025-09-11,MSFT,1.0,1,0.7846747
2025-09-11,NVDA,1.0,0,0.4646691
2025-09-11,PFE,1.0,1,0.7869923
2025-09-11,TSLA,1.0,1,0.8364801
2025-09-11,UNH,1.0,1,0.9002833
2025-09-11,WMT,0.0,1,0.7448746
2025-09-11,XOM,1.0,1,0.5265217
2025-09-12,AAPL,1.0,1,0.86337155
2025-09-12,AMZN,0.0,0,0.39515415
2025-09-12,BA,0.0,1,0.85290354
2025-09-12,BAC,0.0,1,0.8082889
2025-09-12,CAT,1.0,1,0.64217424
2025-09-12,CVX,0.0,1,0.6013285
2025-09-12,GOOGL,0.0,1,0.63022906
2025-09-12,GS,0.0,0,0.24587697
2025-09-12,JNJ,1.0,1,0.82041395
2025-09-12,JPM,0.0,1,0.73476297
2025-09-12,KO,1.0,1,0.5155087
2025-09-12,META,0.0,1,0.64942646
2025-09-12,MSFT,1.0,1,0.7582351
2025-09-12,NVDA,1.0,0,0.46693173
2025-09-12,PFE,1.0,1,0.64923596
2025-09-12,TSLA,1.0,1,0.8038872
2025-09-12,UNH,1.0,1,0.8531215
2025-09-12,WMT,0.0,1,0.66871494
2025-09-12,XOM,0.0,1,0.56989413
2025-09-15,AAPL,1.0,1,0.68184775
2025-09-15,AMZN,0.0,1,0.6102562
2025-09-15,BA,0.0,1,0.923478
2025-09-15,BAC,0.0,1,0.59327346
2025-09-15,CAT,1.0,1,0.5755512
2025-09-15,CVX,0.0,1,0.53066146
2025-09-15,GOOGL,0.0,1,0.6702387
2025-09-15,GS,1.0,1,0.5159656
2025-09-15,JNJ,1.0,1,0.79780793
2025-09-15,JPM,1.0,1,0.57841724
2025-09-15,KO,1.0,1,0.55778
2025-09-15,META,0.0,1,0.6886154
2025-09-15,MSFT,0.0,1,0.63419753
2025-09-15,NVDA,1.0,1,0.50469065
2025-09-15,PFE,1.0,1,0.8895073
2025-09-15,TSLA,1.0,1,0.5956596
2025-09-15,UNH,1.0,1,0.92485714
2025-09-15,WMT,0.0,1,0.56893283
2025-09-15,XOM,0.0,0,0.3827157
2025-09-16,AAPL,1.0,1,0.6418202
2025-09-16,AMZN,0.0,0,0.43532413
2025-09-16,BA,0.0,1,0.86412734
2025-09-16,BAC,0.0,0,0.4631589
2025-09-16,CAT,1.0,1,0.703722
2025-09-16,CVX,0.0,0,0.49327704
2025-09-16,GOOGL,0.0,1,0.6067474
2025-09-16,GS,0.0,1,0.55202127
2025-09-16,JNJ,1.0,1,0.8066793
2025-09-16,JPM,0.0,1,0.7930981
2025-09-16,KO,1.0,1,0.68184423
2025-09-16,META,0.0,1,0.6773473
2025-09-16,MSFT,1.0,1,0.5719837
2025-09-16,NVDA,1.0,0,0.42192057
2025-09-16,PFE,1.0,1,0.90245056
2025-09-16,TSLA,1.0,1,0.5579456
2025-09-16,UNH,1.0,1,0.88807327
2025-09-16,WMT,1.0,1,0.58477414
2025-09-16,XOM,0.0,0,0.33439502
2025-09-17,AAPL,1.0,1,0.5662118
2025-09-17,AMZN,0.0,0,0.3668357
2025-09-17,BA,0.0,1,0.8185789
2025-09-17,BAC,1.0,0,0.46329856
2025-09-17,CAT,1.0,1,0.6419022
2025-09-17,CVX,0.0,0,0.44853926
2025-09-17,GOOGL,1.0,0,0.41699228
2025-09-17,GS,0.0,0,0.44793653
2025-09-17,JNJ,1.0,1,0.8697114
2025-09-17,JPM,0.0,1,0.6868559
2025-09-17,KO,1.0,1,0.5814473
2025-09-17,META,0.0,1,0.60798144
2025-09-17,MSFT,1.0,1,0.609241
2025-09-17,NVDA,1.0,0,0.48529628
2025-09-17,PFE,1.0,1,0.85064894
2025-09-17,TSLA,1.0,1,0.53474444
2025-09-17,UNH,1.0,1,0.89438343
2025-09-17,WMT,1.0,1,0.65932596
2025-09-17,XOM,0.0,0,0.393625
2025-09-18,AAPL,1.0,1,0.63060427
2025-09-18,AMZN,0.0,0,0.31600747
2025-09-18,BA,0.0,1,0.7440811
2025-09-18,BAC,0.0,1,0.5611343
2025-09-18,CAT,1.0,1,0.6969063
2025-09-18,CVX,0.0,0,0.41634458
2025-09-18,GOOGL,0.0,1,0.548845
2025-09-18,GS,0.0,0,0.3942651
2025-09-18,JNJ,1.0,1,0.77369183
2025-09-18,JPM,0.0,0,0.49157053
2025-09-18,KO,1.0,1,0.51384705
2025-09-18,META,0.0,1,0.54821926
2025-09-18,MSFT,1.0,1,0.61276174
2025-09-18,NVDA,1.0,1,0.79834056
2025-09-18,PFE,1.0,1,0.8763132
2025-09-18,TSLA,1.0,1,0.55048585
2025-09-18,UNH,1.0,1,0.92146367
2025-09-18,WMT,1.0,1,0.59677225
2025-09-18,XOM,0.0,0,0.40217087
2025-09-19,AAPL,1.0,1,0.7407484
2025-09-19,AMZN,0.0,1,0.5507024
2025-09-19,BA,0.0,1,0.6402849
2025-09-19,BAC,0.0,1,0.57818925
2025-09-19,CAT,1.0,1,0.8374259
2025-09-19,CVX,0.0,0,0.36237973
2025-09-19,GOOGL,0.0,1,0.5863138
2025-09-19,GS,0.0,0,0.3591588
2025-09-19,JNJ,1.0,1,0.68376774
2025-09-19,JPM,0.0,1,0.5235513
2025-09-19,KO,1.0,1,0.6626284
2025-09-19,META,0.0,0,0.38666046
2025-09-19,MSFT,0.0,1,0.70448047
2025-09-19,NVDA,1.0,0,0.45268238
2025-09-19,PFE,1.0,1,0.80881107
2025-09-19,TSLA,1.0,0,0.2919461
2025-09-19,UNH,1.0,1,0.9340387
2025-09-19,WMT,1.0,1,0.67390645
2025-09-19,XOM,0.0,0,0.34821412
2025-09-22,AAPL,1.0,1,0.7408298
2025-09-22,AMZN,0.0,0,0.49842498
